DATAFLOW,LAST UPDATE,freq,unit,nace_r2,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2013,1196,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2014,1206,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2015,1250,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2016,1197,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2017,1284,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2018,1106,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2019,991,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PL,2020,843,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2011,4950,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2012,4200,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2013,4768,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2014,6308,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2015,6554,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2016,5792,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2017,4797,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2018,5010,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2019,4901,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,PT,2020,4469,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2011,116,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2012,120,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2013,115,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2014,112,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2015,133,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2016,146,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2017,159,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2018,161,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2019,162,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,RO,2020,159,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2011,588,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2012,602,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2013,562,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2014,636,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2015,579,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2016,517,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2017,521,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2018,585,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2019,612,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SE,2020,601,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2011,397,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2012,215,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2013,232,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2014,371,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2015,397,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2016,318,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2017,310,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2018,297,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2019,291,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SI,2020,255,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2011,530,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2012,542,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2013,563,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2014,479,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2015,517,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2016,484,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2017,493,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2018,522,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2019,496,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,SK,2020,422,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2011,7031,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2012,7025,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2013,6363,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2014,7790,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2015,7298,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2016,7008,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2017,7011,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A,T,UK,2018,6695,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2011,5096,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2012,4195,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2013,3968,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2014,4160,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2015,3414,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2016,3409,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2017,3615,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2018,3812,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2019,3163,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,AT,2020,2897,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2011,417,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2012,340,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2013,315,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2014,318,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2015,302,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2016,373,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2017,364,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2018,351,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2019,310,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BE,2020,350,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2011,28,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2012,37,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2013,34,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2014,37,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2015,41,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2016,26,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2017,30,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2018,27,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2019,24,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,BG,2020,26,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2011,1178,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2012,1237,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2013,1316,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2014,1210,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2015,1353,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2016,1320,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2017,1204,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2018,1316,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2019,1224,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CH,2020,1183,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2011,24,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2012,27,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2013,18,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2014,25,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2015,17,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2016,30,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2017,20,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2018,35,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2019,21,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CY,2020,16,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2011,2329,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2012,2252,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2013,2353,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2014,2332,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2015,2228,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2016,2239,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2017,2184,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2018,2186,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2019,1880,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,CZ,2020,171,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2011,61768,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2012,60360,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2013,60693,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2014,61438,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2015,57414,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2016,59650,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2017,48894,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2018,43769,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2019,40536,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DE,2020,36989,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2011,899,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2012,995,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2013,995,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2014,960,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2015,824,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2016,882,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2017,934,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2018,1012,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2019,919,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,DK,2020,1304,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2011,269,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2012,240,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2013,338,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2014,332,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2015,265,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2016,243,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2017,191,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2018,247,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2019,183,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EE,2020,254,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2011,38,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2012,57,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2013,25,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2014,23,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2015,18,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2016,17,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2017,28,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2018,28,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2019,25,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EL,2020,22,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2011,18811,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2012,17492,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2013,19319,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2014,21420,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2015,22640,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2016,22892,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2017,24543,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2018,24582,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2019,25972,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,ES,2020,22183,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2011,133320,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2012,122529,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2013,129972,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2014,146456,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2015,144797,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2016,144238,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2017,132335,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU15,2018,127121,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2011,138362,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2012,127358,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2013,134766,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2014,151402,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2015,149645,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2016,149150,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2017,137032,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2007,2018,131715,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2011,133102,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2012,122218,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2013,130002,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2014,145516,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2015,144113,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2016,144056,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2017,131825,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2018,126684,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2019,121228,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU27_2020,2020,94951,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2011,138752,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2012,127718,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2013,135080,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2014,151653,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2015,149985,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2016,149451,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2017,137373,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,EU28,2018,132094,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2011,4350,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2012,586,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2013,4048,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2014,3868,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2015,3625,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2016,3344,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2017,3393,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2018,3235,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2019,2661,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FI,2020,2887,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2011,432,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2012,453,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2013,403,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2014,14062,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2015,14222,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2016,14368,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2017,12450,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2018,13323,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2019,13677,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,FR,2020,388,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2011,389,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2012,360,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2013,314,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2014,251,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2015,340,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2016,301,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2017,341,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2018,379,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2019,313,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HR,2020,278,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2011,539,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2012,622,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2013,487,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2014,546,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2015,561,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2016,752,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2017,563,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2018,524,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2019,587,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,HU,2020,637,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2011,319,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2012,439,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2013,1849,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2014,1353,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2015,1497,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2016,861,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2017,738,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2018,874,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2019,711,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IE,2020,309,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2011,4,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2012,20,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2013,16,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2014,12,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2015,18,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2016,11,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2017,10,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2018,22,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2019,7,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IS,2020,12,b
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2011,31153,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2012,28006,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2013,26819,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2014,26178,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2015,29859,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2016,28831,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2017,27372,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2018,25361,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2019,24642,
ESTAT:HSW_N2_01(1.0),28/02/2023 23:00,A,NR,A01,T,IT,2020,21125,b
